message_id,message,topic,reason,economic_narrative,narrative_strength,economic_effect,information_resonance
d4c3d5b9-d857-4eb9-83e6-dc479278c2d1,"Акции «Софтлайна» взлетели на 24% за вечернюю сессию 11 августа и в начале основной 12-го числа. Поводом для резкого роста стала новость о том, что Sk Capital, принадлежащая ВЭБ.РФ и фонду «Сколково», вложит в IT-компанию 5 млрд рублей и приобретет в ней долю выше 10%, став крупнейшим миноритарием. Одна эта сделка составляет около трети от объема всех венчурных инвестиций в России за 2024 год, отметили аналитики Dsight",Рынки капитала,"Новость описывает резкий рост акций в результате крупной инвестиции, что относится к рынкам капитала.",0,0.0,0.25,0.25
f6482e0e-48d7-446a-a787-4f054f7a18fe,"#Электрокары #KMAZ
Атом планирует выйти в серию в 2025 году

Показаны предсерийные прототипы российского электрокара Атом. Они уже проходят калибровку и тестируются в реальных условиях. Серийное производство планируется запустить в 2025 году.

Электромобили выходят на массовый рынок, и спрос на зарядную инфраструктуру продолжает расти. Единственная на бирже компания в этом секторе сейчас — Hyper.",Другое,"Новость описывает запуск серийного производства электромобиля и рост спроса на инфраструктуру, что является экономическим событием, но не попадает в узкие категории.",0,0.0,0.5,0.25
8b03b7b0-dac3-465a-8a2a-55e4536cd7e1,"В России начали массово банкротиться застройщики, пишут Известия. В Екатеринбурге скоро станет банкротом ранее связанный с ПИК застройщик «Стройпроект групп». Он был одним из лидеров отрасли в Свердловской области, а сейчас на грани срыва проекта на 850 млн рублей. 

В Ростове-на-Дону банкротом признан Донстрой. Компания не смогла вернуть проценты по кредиту банку на 11 млн рублей. Та же ситуация произошла и с ООО «СТЭК», оно задолжало кредиторам 39 млн рублей.

В Чувашии банкротом признана «Регионстрой» из-за долга 42,6 млн рублей ипотечной корпорации республики. Во Владимирской области суд признал банкротом ЖК «Поколение», застройщик не смог сдать жилой комплекс на 18 этажей и оставил без жилья почти 600 дольщиков. @bankrollo",Корпоративные финансы,"Новость описывает банкротства застройщиков, их долги и невыполнение кредитных обязательств — типичный корпоративный финансовый контекст.",1,0.25,-0.25,0.5
2bb7289f-2b35-41c1-a621-c9b7751f3f46,"Грузия запретила россиянам и белорусам вывозить автомобили из республики в третьи страны, сообщает ТАСС. В Агентстве обслуживания грузинского МВД пояснили, что запрет соответствует введенным против России санкциям",Санкции и геополитика,"Новость описывает введение экспортного запрета в рамках санкций, что имеет явный экономический эффект на торговлю автомобилями.",0,0.25,-0.25,0.0
219c87f9-b2d6-4ef7-8eda-4e922f380c3d,"#Макро
Международные инвесторы активно ищут пути обхода антироссийских санкций для покупки российских активов — Bloomberg

Инвесторы скупают ""все, что имеет даже тончайшую связь с Россией"". По его данным, акции ""Русала"" на Гонконгской фондовой бирже в феврале выросли на 75%. Акции австрийского банка Raiffeisen и венгерского OTP выросли в текущем году на 35% и 11% соответственно.",Санкции и геополитика,"Новость описывает попытки инвесторов обходить санкции для покупки российских активов, что имеет явный экономический эффект, а основной фокус – санкции.",0,0.0,0.5,0.25
8aa43e4d-e9ba-4bad-8a61-713853234abe,"Импорт российского урана в Германию вырос в 2024 году по сравнению с годом ранее почти на 70%, всего было ввезено не менее 68,6 тонны, сообщает Der Spiegel.

🤑 The Экономист",Международная торговля,"Новость сообщает о росте импорта российского урана в Германию, что является явным экономическим событием в сфере международной торговли.",0,0.25,0.5,0.0
d0483a1f-3a6f-4a32-b1a6-05d684cb7ae0,"«Это обвал рынка». Российские дилеры на грани банкротства, и им не выжить без поддержки государства — глава РОАД. Прямо сейчас на рынке автомобилей происходит катастрофа: продажи только за полгода рухнули на 27%. При этом средняя цена автомобиля упала, но их всё равно не хотят покупать из-за высокой ключевой ставки. За 2024 год объём автокредитов упал на 53%. В 2012 году каждый третий россиянин мог купить новый автомобиль, в первой половине 2025 года — только 16%.

В этом году многие автодилеры закроются, у около 30% компаний серьёзные финансовые трудности. Только за первую половину года закрылось около 200 центров. «Это обвал рынка. Даже такое лекарство, как снижение цены, не действует. Большинство компаний продают машины в минус. При прямой продаже автомобилей российского бренда мы теряем 20–30 тысяч рублей, 70 тысяч — на китайце». @bankrollo",Корпоративные финансы,"Новость описывает финансовые трудности автодилеров, падение продаж и кредитования, что является корпоративным финансовым кризисом.",1,0.25,-0.5,0.5
5625f46a-565e-4918-8286-989ae9cdbd67,"Россиянам хотят полностью списывать ипотеку при рождении троих детей.

По инициативе депутата, за первого ребёнка спишут 25% кредита, за второго — 50%, а при рождении третьего ипотеку закроют полностью за «выполнение важной для государства задачи». Такие меры должны стимулировать рождаемость и улучшить демографию.

🔵 Bloomberg",Государственная экономическая политика,"Новость описывает государственную инициативу по списанию ипотечных кредитов, что является экономической мерой регулирования жилищного рынка и демографической политики.",1,0.0,0.5,0.0
2c6c04e9-dc7c-4d7d-8ee3-c31ae1cde5eb,"Ветераны получат единовременные выплаты к 80-летию Победы в Великой Отечественной войны — 80 000 рублей, соответствующий указ подписал Путин. Труженикам тыла и жителям блокадного Ленинграда выплатят по 55 000 рублей",Государственная экономическая политика,"Новость сообщает о правительственном указе о единовременных выплатах ветеранам, что является бюджетным решением и относится к государственной экономической политике.",0,0.0,0.25,0.25
b261a70e-b26e-4e6a-8154-90ffc2b99a15,"❗️В России не ждут ""с распростертыми объятиями"" ушедший зарубежный автопром, за все надо будет платить, заявил глава Минпромторга Антон Алиханов.

Российская промышленность после ухода иностранцев получила огромные возможности для развития, ""не хотели бы от них отказываться"", подчеркнул министр.",Государственная экономическая политика,Заявление министра о последствиях ухода иностранного автопрома и новых возможностях для российской промышленности относится к государственной экономической политике.,0,0.25,0.5,0.25
7221c5f0-36d2-4dba-87b6-8eb12f92558e,"Доходность вкладов россиян в российских банках в пересчете на доллар упала примерно в два раза за 2024 год. Причиной стало падение курса с 90 до 100 рублей за доллар. При ставках 18–20% потери составили более 50%.  

🤑 The Экономист",Валютный рынок,"Текст содержит конкретные данные о падении курса рубля к доллару и его влиянии на доходность вкладов, что является экономическим сигналом валютного рынка.",0,0.2,-0.5,0.3
38e90655-2dfe-4bcf-9881-110e861083d4,"«Роснано» подала в Арбитражный суд Москвы иск к бывшему руководству, включая Анатолия Чубайса, на сумму 3,9 млрд рублей и $20,45 млн. Претензии касаются проекта по производству гибких планшетов Plastic Logic. Иск подан в марте, а в апреле на имущество ответчиков был наложен арест на сумму 5,6 млрд рублей.

В госкорпорации подчеркнули, что дело не связано с политикой, а стало следствием неудачного проекта и исчерпания других способов возмещения убытков. Судебный процесс носит рутинный характер.

Проект стартовал в 2011 году, когда Чубайс возглавлял «Роснано». Планировался запуск завода в Зеленограде, но технологии так и не были получены. В 2014 году Счётная палата указала на отсутствие прогресса. Позже производство прекратили, а экс-глава Plastic Logic был арестован по делу о хищении 13 млрд рублей.

Следующее заседание назначено на 12 августа, дело рассматривается в закрытом режиме.
𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸",Корпоративные финансы,"Новость описывает крупный финансовый иск и арест активов в связи с неудачным корпоративным проектом, что относится к корпоративным финансам.",0,0.25,-0.25,0.0
15747340-1c3a-4628-bb6c-f84268b21966,"Национальные валюты все шире используются во взаимных расчетах в торговле стран ШОС, сообщил Путин

🔹 Подписаться на РИА Новости",Международная торговля,"Новость сообщает о расширении использования национальных валют в взаимных расчётах при торговле стран ШОС, что относится к международной торговле с валютным аспектом.",0,0.0,0.5,0.0
1b24087c-9056-4612-8253-87572a1f31a0,"В России начинают формироваться предпосылки банковского кризиса: укрепление рубля обернулось для банков миллиардными убытками.

По итогам первого квартала 2025 года российские банки зафиксировали совокупный убыток в размере 200 млрд рублей в результате укрепления рубля. Основной причиной таких потерь стала открытая валютная позиция, при которой объем активов в иностранной валюте превышает обязательства. Это уязвимое положение делает банки крайне чувствительными к изменениям валютного курса.

В прошлые годы именно ослабление рубля приносило банкам значительную часть прибыли. Например, только за ноябрь 2024 года валютная переоценка обеспечила прибыль в 140 млрд рублей, в августе — 130 млрд, в октябре — 23 млрд. Такая зависимость от колебаний курса фактически превращала спекуляции с валютой в один из ключевых источников дохода банковского сектора.

Однако ситуация резко изменилась: укрепление рубля не только обнулило эти источники доходов, но и обернулось серьезными финансовыми потерями. Более того, последние данные Банка России свидетельствуют о том, что, несмотря на негативный эффект, банки лишь постепенно сокращают объемы валютных активов. Так, с 1 октября 2024 года по 1 апреля 2025 года открытая валютная позиция снизилась всего на $400 млн — с $1,6 млрд до $1,2 млрд. Это говорит о недостаточной скорости адаптации банков к новой макроэкономической реальности.

Финансовые эксперты предупреждают: устойчивость банковской системы России может оказаться под угрозой. При сохранении тренда на укрепление рубля и отсутствии кардинальных изменений в стратегии управления валютными рисками, убытки могут нарастать, создавая предпосылки для полномасштабного банковского кризиса. Особенно уязвимыми выглядят банки с высокой долей спекулятивных операций и недостаточной диверсификацией активов.

В условиях ограниченного доступа к внешнему финансированию и нестабильной внутренней экономической среды, способность банков справляться с шоками — ключевой фактор стабильности. Однако текущие данные вызывают всё больше сомнений в их устойчивости.
𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸",Валютный рынок,"Новость описывает, как укрепление рубля привело к миллиардным убыткам банков из‑за открытых валютных позиций, что является явным экономическим событием на валютном рынке.",1,0.3,-0.9,0.4
ee2cad2e-41d2-4805-8bb0-55cfcf55a334,"Китай на высшем уровне официально признал, что власти страны используют конфликт России и Украины в своих интересах. Пекин уже не скрывает: его выгода в том, чтобы война продолжалась как можно дольше.

Затянувшийся конфликт между Россией и Украиной, изматывающий Европу, раскалывающий западный мир и обессиливающий Россию, неожиданно стал подарком для Китая. Точнее — давно просчитанным стратегическим преимуществом.

Министр иностранных дел Китая Ван И прямо заявил главе европейской дипломатии Кае Каллас, что Китай не может допустить поражения России в этом конфликте. Причина проста и цинична: как только Россия рухнет или война закончится, США немедленно сосредоточат всю свою внешнеполитическую и военную энергию на Азии, а точнее — на сдерживании КНР. Такой поворот стратегически невыгоден Пекину. Поэтому логика Китая проста: пусть Россия воюет вечно, но не терпит поражения. И пусть Украина с Западом тратят ресурсы на сопротивление — это даст Китаю и время, и пространство.

Примечательно, что при этом Ван И категорически отверг обвинения в том, что Пекин оказывает Москве военную или финансовую помощь. 
«Если бы мы помогали, конфликт давно бы закончился», — с откровенностью, поразившей европейских дипломатов, отметил он. 
То есть Китай официально признаёт: его поддержка направлена на балансирование, а не на победу одной из сторон. Победа России — риск усиления и непредсказуемости Кремля. Поражение — угроза стратегического сдвига внимания США на Восток. А война — комфортный, управляемый хаос, из которого Пекин извлекает максимум выгод.

Однако на этом фоне российские власти и пропаганда продолжают транслировать в обществе образ Китая как «главного стратегического партнёра» и «друга». Подобная риторика выглядит особенно двусмысленно на фоне того, что Китай открыто ставит свои интересы выше российской победы. Пекин не преследует целей поддержки Москвы — он преследует цель ослабления всех участников конфликта, сохраняя при этом свой статус «миротворца» и «нейтрального наблюдателя».

В стратегическом расчёте это блестящая партия: ослабленная Россия — безопасный северный сосед, от которого не стоит ждать экспансии. Война в Европе — гарантия того, что США не смогут на полную мощность реализовать свой «индо-тихоокеанский поворот». А роль «ответственного глобального игрока» — позволяет Китаю держаться в стороне от санкционного давления и продолжать экономическое сотрудничество как с Россией, так и с Западом, лавируя между линиями конфликта.

Таким образом, китайская позиция вовсе не альтруистична. Это хладнокровный расчёт: чужая война как инструмент собственной безопасности и роста. И, судя по всему, пока ни Россия, ни Украина, ни даже ЕС не способны изменить эту расстановку.
𝔼ℂ𝕆ℕ𝕆𝕄𝕀𝕂𝔸",Санкции и геополитика,"Текст описывает геополитическую позицию Китая, но подчёркнуто связывает её с экономическим сотрудничеством и санкционным давлением, что даёт экономическое измерение.",0,0.0,0.0,0.0
74d53f8e-b18c-4ccb-a6f7-580046567a6d,"Ответственность за прекращение поставок российского газа через Украину «целиком лежит на США, киевском режиме и властях ЕС», заявила Мария Захарова. По ее словам, прекращение поставок газа ослабит экономический потенциал Европы и негативно скажется на уровне жизни европейцев.

🤑 The Экономист",Сырьевые рынки,"Новость описывает прекращение поставок российского газа, что относится к рынку сырья (энергетика) и имеет экономические последствия для Европы.",0,0.0,0.0,0.0
6d4aebfb-7c9e-4450-8f70-2a2c493f21e4,"Доллар опустил до 82 рублей впервые с 27 августа 2024 года.

🔵 Bloomberg",Валютный рынок,"Новость сообщает о изменении курса доллара к рублю, что относится к валютному рынку.",0,0.0,0.5,0.5
1217b5d4-ff8a-44b0-b6bd-ae43edd3df0b,"#Политика
США расширили санкции, связанные с РФ — Америкaнский Минфин",Санкции и геополитика,"Новость сообщает о расширении санкций США в отношении России, что имеет прямое экономическое измерение через финансовые ограничения.",0,0.0,-0.5,0.0
01efb7f4-831c-4a07-8f8b-0a5acefdc3f2,"Девелоперы допускают падение продаж квартир в 2025 году, но отказываются снижать цены

В наступившем году на фоне падения покупательской способности россиян из-за отмены льготных ипотечных программ, а также роста ключевой ставки, объемы продаж жилья в России сократятся на 15%, прогнозируют эксперты.

При этом цены, говорят застройщики, вырастут. По их словам, цены на жилье будут неизбежно повышаться — по меньшей мере на 5–6% из-за роста себестоимости строительства. Поэтому для сохранения баланса девелоперы будут выводить на рынок меньше новых объемов жилья.

🤑 The Экономист",Макроэкономика,"Новость содержит факты о падении продаж жилья, росте цен и влиянии ключевой ставки и отмены ипотечных льгот, что относится к макроэкономическим показателям.",1,0.2,-0.5,0.2
2706e329-8fd5-4539-90c6-2e982ab1686f,"#SIBN
КОНСЕНСУС: Чистая прибыль Газпром нефти во II полугодии - 158 млрд рублей (-52% г/г), прогноз по финальным дивидендам - 31,8 руб./АО (5% за полугодие)",Корпоративные финансы,"Новость содержит конкретные финансовые показатели компании (чистая прибыль, дивиденды), что относится к корпоративным финансам.",0,0.0,-1.0,0.0
87943b2e-8e85-4b46-9746-07cf0ba9e3cb,Путин разрешил подросткам с 14 лет работать в выходные и праздники. Решение было принято на фоне дефицита кадров в стране. @bankrollo,Государственная экономическая политика,"Новость описывает государственное решение о разрешении работы подростков, направленное на решение дефицита кадров, что относится к регулированию рынка труда.",1,0.3,0.1,0.5
c3f785a5-b31d-41d8-87e5-aa1aaa495917,"Средняя зарплата курьеров в России взлетит еще на 20%, до 186 тыс. рублей уже в ближайшие месяцы. Доставщики оказались в топе профессий, чья зарплата будет расти высокими темпами. Все из-за острого дефицита кадров. Также резко вырастет доход у водителей (до 163 тыс.) и строителей (до 156 тыс.).

🤑 The Экономист",Макроэкономика,"Новость содержит конкретные данные о росте средней заработной платы в нескольких профессиях, что относится к показателям доходов населения и рынка труда.",1,0.5,-0.25,0.5
818249ff-4009-4cb7-8ffc-91ea5669648a,"#Бонды
🇷🇺 Минфин закрыл квартальный план по размещению ОФЗ. Итоги сегодняшнего размещения гособлигаций

ОФЗ ПД-26246
Объем размещения: 173.8 млрд руб
Спрос: 312.8 млрд руб
Средневзвешенная доходность: 16.2%

ОФЗ ПД-26230
Объем размещения: 44.2 млрд руб
Спрос: 63.9 млрд руб
Средневзвешенная доходность: 15.53%",Рынки капитала,"Новость сообщает о размещении государственных облигаций, объёмах, спросе и доходности, что относится к рынкам капитала.",0,0.25,0.0,0.25
8e739ea8-c289-4b55-818c-c76e0214c268,"❗️Поступления в госбюджет от налога на доходы по банковским вкладам за прошлый год составили 111 миллиардов рублей, говорится в отчете о работе Федеральной налоговой службы (ФНС) России за прошлый год, пишет РИА Новости. 

В 2024 году вкладчикам в России впервые был начислен НДФЛ на доход по банковским депозитам. При этом подоходным налогом облагается не вся сумма вклада, а только полученные проценты, превышающие необлагаемый порог. Он рассчитывается с учетом ключевой ставки ЦБ. В прошлом году налогоплательщики заплатили налог за доход, полученный в 2023 году. Тогда необлагаемая сумма для этого налога составляла 150 тысяч рублей.",Государственная экономическая политика,"Новость описывает налоговые поступления в бюджет, детали налогообложения депозитов и связь с ключевой ставкой ЦБ, что относится к государственной экономической политике.",0,0.25,0.0,0.25
4f25d833-da1d-4d54-8295-6d9758507367,"👍 Что было сегодня

🖨 Яндекс: МСФО 1к2025
Скорр. Чистая прибыль 12.8 млрд руб (-41%г/г)

🇺🇸🇺🇦 США и Украина согласовали новое соглашение по редкоземельным ископаемым, заявил Зеленский на совместной пресс-конференции с президентом ЮАР Сирилом Рамафосом

🖨 ВТБ: МСФО 1к2025
Чистая прибыль 141.2 млрд руб (+15.4%г/г)

🖨 Русагро: операционные результаты 1к2025
Общая выручка 82.79 млрд руб (+18%)

🇨🇳🇺🇸 Китай и США не проводят никаких консультаций или переговоров по тарифам — МИД КНР

🏦 ВТБ планирует год за годом рассматривать все возможные источники пополнения капитала, включая допэмиссию акций, чтобы выполнить регуляторные требования ЦБР, сказал журналистам первый заместитель президента-председателя правления, финансовый директор банка Дмитрий Пьянов — Reuters

🇮🇷🇷🇺 Мы устраним барьеры во всех сферах сотрудничества с Россией — Министр нефти Ирана

🇷🇺🇺🇦 Предложенный Уиткоффом проект урегулирования конфликта на Украине предполагает снятие санкций с России, которые были введены с 2014 года — Reuters со ссылкой на документы

🇷🇺🇺🇦 Европа и Киев предложили США начать переговоры по территориям после прекращения огня на Украине на основании нынешней линии соприкосновения — Reuters

🇷🇺🇮🇷 Первые поставки газа из России в Иран начнутся в 2025 г. в объеме до 1.8 млрд куб. м, идут переговоры по цене — министр энергетики РФ Сергей Цивилев

🇺🇦 Сегодня в 23:50 мск ожидаются первые полноценные комментарии Трампа о мирных переговоров по Украине — источники

🇺🇸🇨🇳 Трамп в интервью Time заявил, что Си Цзиньпин ему звонил

🇷🇺🇺🇦 Крым останется за Россией — Трамп

💥🇷🇺 Решение по процентной ставке ЦБ РФ
Факт: 21%
Прогноз: 21%
Пред.: 21%

🇷🇺 ЦБ РФ по-прежнему ждёт снижения годовой инфляции до 4% в 2026г

🇷🇺 ЦБ РФ прогнозирует среднюю ключевую ставку до конца 2025 г. в диапазоне 19.5-21.5%

🇷🇺 ЦБ РФ сохранил прогноз по росту ипотеки на 2025г на уровне 3-8%

🇷🇺🇺🇦 Трамп заявил Time об ""очень хороших переговорах"" с РФ по Украине, стороны приближаются к сделке

🇷🇺🇺🇦  Трамп допускает возможность ведения бизнеса и с Украиной, и с РФ после окончания конфликта — ТАСС

🇺🇸🇷🇺 Уиткофф встретился с Дмитриевым в Москве

🇺🇸🇷🇺 Помощник президента Ушаков и глава РФПИ Дмитриев принимают участие во встрече Путина и Уиткоффа — РИА Новости

🇷🇺 Для снижения инфляции необходимо длительное время сохранять жесткую ДКП — глава ЦБ РФ Набиуллина

🇷🇺 На заседании ЦБ РФ в пятницу сформировался широкий консенсус по сохранению ключевой ставки, обсуждали нюансы сигнала — глава ЦБ РФ Набиуллина

🇷🇺 Переход годовой инфляции к снижению ожидается в мае, пик был пройден в IV квартале — глава ЦБ РФ Набиуллина

🇺🇸🇨🇳 Китай и США не ведут никаких переговоров по тарифам, США должны прекратить создавать путаницу — посольство Китая в США

🇷🇺 ЦБ РФ в перспективе может изменить цель по инфляции в 4%, но только в сторону понижения — глава ЦБ РФ Набиуллина

🇷🇺 Комиссии для застройщиков противоречат целям доступности ипотеки в рамках льготных программ — глава ЦБ РФ Набиуллина

🇷🇺 Доля нерезидентов в российских ОФЗ в марте 2025 г. выросла до 4% — ЦБ РФ

🇷🇺🇺🇦 Переговоры по Украине продвигаются — Трамп

🇷🇺 Устойчивое укрепление рубля создаст пространство для более раннего снижения ключевой ставки — глава ЦБ РФ Набиуллина

🖨 Русснефть: РСБУ 1к2024
Чистый убыток: 4.3 млрд руб (против прибыли в 12.3 млрд годом ранее)

🇷🇺🇺🇦 США не устанавливают крайний срок на переговорах по Украине — Трамп

💰 Акционеры банка Санкт-петербург утвердили финальные дивиденды за 2024г в (29.72 руб. - обычка и 0.22 руб. - преф)

💊 Промомед прогнозирует рост выручки в 2025 г. на 75% — РИА Новости

🏦 ЦБ установил официальные курсы валют на выходные:
USD:82.6549 (-0.24%)
EUR: 94.3593 (-0.37%)
CNY: 11.3506 (-0.41%)

🇷🇺🇺🇦 Путин и Уиткофф обсуждали в том числе возможность возобновления прямых переговоров РФ и Украины — Помощник президента РФ Ушаков 

🇺🇦 СБ ООН проведет заседание по Украине по запросу западных стран 29 апреля

💰СД Роснефти рекомендует дивиденды за 2024г в 14.68 руб./акция",Макроэкономика,"В тексте содержатся данные о инфляции, ключевой ставке ЦБ, прогнозах денежно-кредитной политики и макроэкономических индикаторах, что делает его экономическим с фокусом на макроэкономику.",0,0.25,0.0,0.25
25f57c63-7a7f-4d32-8d94-db9cdad1cf52,"В России начнут торговать рабами: Герман Стерлигов заявил о планах открыть «невольничий рынок» в России — по его словам, так он собирается решить проблему дефицита рабочих рук. Запуск проекта намечен на 29 августа.

🔵 Bloomberg",Макроэкономика,"Новость описывает предложение решить дефицит рабочей силы через создание рынка рабов, что относится к проблемам рынка труда и макроэкономическим показателям занятости.",1,0.5,-0.25,0.5
634eb094-8eb5-4345-9534-6c8adbbab3f9,"#MOEX
Брокеры, биржа и ЦБ обсуждают возможность запуска биржевых торгов в выходные дни — Коммерсантъ",Рынки капитала,"Новость посвящена обсуждению запуска биржевых торгов в выходные, что напрямую относится к работе фондового рынка.",0,0.25,0.0,0.25
db2334a3-9208-4aa6-a8b2-5110b7d3920c,"Акции X5 взлетели на 7% после начала торгов ими 9 января, до 3000 рублей. Ранее на Мосбирже торговались депозитарные расписки нидерландского юрлица, но торги ими были приостановлены в апреле 2024 года из-за принудительной перерегистрации в Россию. Из-за особого порядка учета затрат на приобретение ценных бумаг X5 как экономически значимой организации владельцы расписок ретейлера при первой продаже акций столкнутся с повышенным налогом",Рынки капитала,"Новость описывает резкое движение цены акций X5 и особенности торговли депозитарными расписками, что относится к рынкам капитала.",0,0.0,0.0,0.0
063fba9e-7384-4063-ad3f-40f6ce071f85,"⚡️Рентабельных запасов нефти в России хватит всего на 25 лет, свидетельствуют данные презентации главы Роснедр Олега Казанова, которую он представил на заседании комиссии Госсовета по направлению ""Энергетика"" в рамках Татарстанского нефтегазохимического форума – 2025. 

Как отмечается в докладе, рентабельных доказанных запасов нефти в России всего 13,2 млрд т. Объем подготовленных к бурению запасов составляет 13,3 млрд т нефти и 34 трлн кубометров газа. При этом общий ресурсный потенциал страны в шесть раз выше: 81,6 млрд т нефти и 182 трлн кубометров газа, пишут «Известия».",Сырьевые рынки,"Новость содержит конкретные данные о запасах нефти и газа в России, что относится к рынку сырьевых товаров.",0,0.25,-0.5,0.0
5cacc13b-1fa0-45d0-822e-96281a77dd44,"Почему китайская ИИ-модель от DeepSeek — это начало новой «гонки вооружений»

Китайская компания DeepSeek-AI (深度求索), которая специализируется на разработке ИИ и является прямым конкурентом продуктам OpenAI, 20 января 2025 года представила свою языковую модель DeepSeek-R1. Уникальность этой модели заключается в том, что она обучена с использованием менее продвинутых и более дешевых чипов по сравнению с решениями от лидеров отрасли — таких, как OpenAI и Anthropic. Это ставит под сомнение необходимость применения дорогостоящих высокотехнологичных чипов для обучения ИИ.

Еще одной особенностью стало предоставление модели в формате открытого кода (Open Source) и с открытыми весами (в машинном обучении веса — это числовые параметры модели, которые определяют силу влияния входных данных на результат), что дает любой компании возможность использовать DeepSeek-R1 на своих собственных мощностях.

Внезапный выпуск ИИ-модели от китайского стартапа DeepSeek обвалил американский рынок. Лидерами падения стали компании, выпускающие графические процессоры для обучения ИИ: Nvidia, Broadcom, AMD и Intel. Также значительное снижение показала Alphabet, материнская компания Google.

Тем не менее, ряд аналитиков считает, что появление таких моделей, как DeepSeek-R1, может стимулировать дальнейшие инновации, ускорить развитие и повсеместное внедрение ИИ, что в конечном итоге принесет пользу всей отрасли. 

Эксперт в области нейросетей для гражданского применения и гендиректор Университета «Зерокодер» Кирилл Пшинник разбирается в том, что вызвало столь резкую реакцию западных инвесторов и действительно ли новая нейросеть способна революционизировать индустрию ИИ. Читайте на сайте 

📸: Jaap Arriens / NurPhoto via Getty Images",Рынки капитала,"Новость описывает падение акций крупных компаний после выхода китайской ИИ‑модели, что является реакцией финансового рынка.",0,0.25,0.0,0.5
